"Educ";"Sanidad";"Pensiones";"Justicia";"Seguridad";"ServSoc";"Transp";"Obras";"Depend";"F_Sanidad";"F_CMayores";"F_Pensiones";"F_Parados";"F_Vivienda";"F_Educ";"EdadIntervalos";"P6"
"3147";"2";"2";"2";"3";"2";"3";"2";"2";"3";"3";"3";"3";"2";"2";"3";"(50,65]";"3"
"3148";"3";"4";"3";"4";"3";"4";"3";"4";"4";"3";"3";"3";"3";"2";"2";"(65,96]";"3"
"3151";"2";"3";"3";"4";"3";"3";"4";"4";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"3152";"2";"1";"3";"1";"1";"2";"1";"2";"2";"3";"3";"3";"2";"2";"3";"(35,50]";"3"
"3154";"3";"3";"3";"3";"2";"3";"2";"3";"3";"1";"3";"3";"2";"3";"3";"(35,50]";"3"
"3155";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"1";"1";"1";"1";"1";"(35,50]";"2"
"3156";"2";"3";"3";"3";"3";"2";"2";"3";"3";"3";"2";"3";"2";"3";"2";"(50,65]";"3"
"3157";"2";"2";"2";"3";"2";"2";"2";"2";"2";"3";"3";"3";"3";"3";"3";"(35,50]";"2"
"3158";"4";"3";"3";"4";"3";"4";"4";"4";"4";"3";"3";"3";"1";"3";"3";"(50,65]";"3"
"3159";"2";"2";"4";"2";"2";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"[18,35]";"2"
"3161";"2";"3";"2";"3";"3";"2";"2";"2";"2";"3";"2";"3";"3";"2";"2";"(50,65]";"3"
"3162";"2";"3";"2";"4";"3";"2";"3";"3";"3";"3";"1";"3";"2";"3";"2";"(50,65]";"3"
"3164";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"(65,96]";"3"
"3165";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"1";"(65,96]";"2"
"3166";"3";"3";"2";"4";"3";"4";"4";"4";"4";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"3167";"2";"3";"3";"4";"4";"4";"2";"3";"4";"3";"3";"3";"3";"3";"3";"(65,96]";"3"
"3168";"2";"2";"3";"3";"3";"2";"3";"2";"2";"1";"1";"2";"3";"3";"2";"[18,35]";"3"
"3169";"4";"2";"2";"3";"4";"3";"2";"3";"2";"2";"3";"2";"3";"3";"2";"(65,96]";"2"
"3170";"2";"1";"1";"3";"1";"2";"2";"2";"2";"3";"2";"3";"3";"3";"3";"[18,35]";"1"
"3171";"3";"1";"2";"2";"2";"2";"2";"2";"2";"3";"3";"3";"3";"3";"1";"(65,96]";"3"
"3172";"2";"3";"2";"3";"2";"2";"2";"2";"3";"1";"2";"3";"2";"1";"1";"(50,65]";"2"
"3174";"3";"3";"4";"4";"4";"3";"3";"3";"4";"3";"3";"3";"2";"3";"3";"(35,50]";"3"
"3175";"2";"3";"2";"3";"2";"2";"2";"2";"3";"3";"3";"3";"1";"2";"3";"(35,50]";"2"
"3178";"3";"3";"3";"4";"4";"3";"3";"3";"3";"2";"3";"3";"3";"3";"2";"(65,96]";"3"
"3180";"2";"3";"3";"2";"2";"3";"2";"2";"2";"3";"3";"3";"2";"3";"3";"[18,35]";"2"
"3181";"2";"2";"3";"4";"2";"2";"2";"2";"3";"2";"3";"2";"2";"1";"1";"(35,50]";"3"
"3182";"3";"4";"3";"4";"3";"3";"1";"3";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"3183";"4";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"(65,96]";"3"
"3184";"2";"2";"1";"3";"2";"2";"2";"1";"2";"3";"1";"3";"2";"3";"2";"[18,35]";"3"
"3185";"3";"3";"2";"3";"3";"2";"2";"2";"3";"1";"2";"2";"1";"2";"2";"[18,35]";"3"
"3186";"2";"2";"1";"3";"2";"2";"3";"2";"3";"2";"2";"2";"1";"3";"2";"(65,96]";"2"
"3187";"2";"2";"2";"3";"2";"3";"2";"2";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"3188";"1";"4";"2";"4";"3";"4";"2";"3";"2";"1";"1";"1";"1";"1";"1";"(65,96]";"3"
"3190";"2";"2";"3";"3";"2";"3";"2";"2";"3";"3";"3";"3";"2";"2";"3";"(50,65]";"1"
"3193";"1";"3";"4";"3";"2";"3";"1";"3";"3";"3";"3";"3";"3";"3";"1";"[18,35]";"3"
"3194";"2";"2";"2";"4";"2";"3";"2";"3";"3";"3";"2";"3";"2";"3";"2";"(35,50]";"3"
"3195";"2";"2";"2";"3";"2";"2";"3";"2";"3";"3";"1";"2";"2";"3";"3";"(50,65]";"3"
"3196";"2";"2";"3";"3";"3";"2";"2";"2";"3";"1";"1";"3";"1";"3";"1";"(50,65]";"3"
"3197";"3";"3";"2";"4";"4";"4";"4";"3";"4";"3";"3";"2";"2";"2";"3";"(35,50]";"3"
"3198";"3";"3";"3";"4";"4";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"3199";"3";"3";"3";"3";"2";"3";"2";"2";"3";"3";"3";"3";"3";"3";"3";"[18,35]";"2"
"3200";"1";"1";"2";"3";"2";"3";"3";"2";"2";"2";"2";"3";"2";"3";"2";"(50,65]";"1"
"3201";"1";"1";"3";"3";"4";"3";"1";"1";"1";"1";"1";"2";"2";"1";"1";"(65,96]";"3"
"3202";"1";"2";"3";"3";"2";"2";"1";"3";"2";"2";"3";"3";"2";"3";"3";"[18,35]";"2"
"3204";"2";"2";"1";"4";"2";"3";"1";"2";"2";"1";"1";"1";"1";"1";"1";"(65,96]";"2"
"3205";"3";"2";"4";"4";"3";"3";"3";"2";"2";"3";"3";"3";"3";"3";"3";"[18,35]";"2"
"3206";"3";"2";"2";"2";"2";"2";"2";"2";"1";"1";"1";"3";"1";"1";"1";"(50,65]";"2"
"3207";"2";"3";"3";"3";"2";"2";"1";"3";"2";"3";"3";"3";"2";"3";"2";"[18,35]";"3"
"3209";"2";"2";"2";"4";"3";"3";"3";"3";"3";"3";"2";"3";"2";"3";"3";"(35,50]";"2"
"3211";"1";"1";"2";"2";"1";"2";"3";"2";"2";"2";"1";"1";"2";"3";"2";"(35,50]";"2"
"3212";"3";"4";"4";"3";"3";"3";"4";"3";"4";"3";"3";"3";"1";"1";"3";"(35,50]";"3"
"3213";"2";"2";"3";"2";"3";"4";"2";"2";"2";"2";"2";"3";"3";"3";"2";"[18,35]";"3"
"3214";"2";"2";"2";"3";"2";"2";"2";"2";"4";"2";"1";"3";"3";"2";"2";"(35,50]";"2"
"3216";"1";"2";"3";"3";"2";"1";"3";"2";"2";"3";"2";"2";"2";"3";"2";"(35,50]";"3"
"3217";"2";"1";"1";"1";"4";"4";"2";"2";"4";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"3218";"2";"3";"3";"3";"2";"2";"3";"3";"4";"3";"3";"3";"2";"3";"3";"[18,35]";"1"
"3220";"3";"3";"2";"3";"3";"3";"4";"4";"3";"1";"3";"3";"2";"2";"1";"[18,35]";"3"
"3221";"2";"2";"2";"3";"3";"3";"3";"3";"3";"2";"3";"3";"2";"3";"2";"(50,65]";"3"
"3222";"3";"3";"2";"4";"4";"3";"3";"3";"4";"3";"3";"3";"3";"3";"3";"(65,96]";"3"
"3223";"3";"3";"1";"4";"1";"2";"2";"3";"3";"3";"1";"2";"2";"3";"3";"(35,50]";"3"
"3224";"2";"2";"1";"2";"2";"3";"3";"2";"3";"1";"1";"2";"2";"2";"1";"(35,50]";"3"
"3226";"1";"3";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"3";"2";"[18,35]";"3"
"3227";"2";"2";"2";"3";"2";"3";"2";"2";"2";"2";"2";"2";"2";"3";"2";"(35,50]";"1"
"3228";"3";"3";"1";"3";"3";"3";"1";"2";"3";"3";"2";"2";"3";"3";"3";"(35,50]";"3"
"3229";"3";"4";"2";"4";"1";"2";"4";"2";"2";"3";"2";"3";"2";"3";"2";"[18,35]";"3"
"3230";"3";"3";"3";"3";"3";"3";"3";"4";"3";"3";"2";"3";"3";"3";"2";"(35,50]";"3"
"3231";"2";"3";"3";"3";"3";"2";"3";"3";"3";"3";"3";"3";"3";"3";"2";"(35,50]";"3"
"3232";"2";"3";"3";"4";"3";"3";"3";"4";"4";"2";"1";"3";"2";"3";"3";"[18,35]";"3"
"3233";"2";"3";"2";"2";"2";"2";"2";"3";"3";"3";"3";"3";"2";"3";"2";"[18,35]";"2"
"3234";"2";"2";"2";"3";"3";"2";"3";"3";"2";"1";"1";"2";"2";"1";"1";"(35,50]";"3"
"3236";"2";"1";"1";"3";"2";"2";"2";"2";"3";"2";"1";"2";"2";"3";"2";"[18,35]";"1"
"3238";"2";"2";"3";"2";"1";"2";"2";"1";"1";"2";"1";"3";"1";"1";"2";"[18,35]";"2"
"3239";"3";"4";"4";"4";"3";"4";"4";"4";"4";"3";"3";"3";"1";"3";"3";"(35,50]";"3"
"3240";"2";"3";"2";"4";"3";"4";"2";"2";"3";"3";"1";"2";"3";"2";"3";"(50,65]";"3"
"3241";"2";"2";"2";"2";"2";"3";"3";"2";"3";"2";"2";"3";"2";"3";"2";"(35,50]";"3"
"3242";"3";"2";"4";"3";"2";"3";"3";"3";"4";"3";"2";"3";"3";"3";"3";"[18,35]";"3"
"3243";"3";"1";"3";"4";"3";"3";"2";"3";"3";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"3244";"3";"2";"2";"4";"3";"3";"2";"3";"4";"1";"3";"2";"2";"3";"2";"(65,96]";"3"
"3245";"1";"1";"1";"3";"2";"2";"3";"2";"3";"2";"2";"2";"2";"3";"3";"(50,65]";"2"
"3248";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"3";"2";"2";"1";"[18,35]";"2"
"3249";"2";"3";"2";"3";"2";"2";"2";"3";"3";"3";"3";"2";"2";"3";"3";"(65,96]";"1"
"3250";"3";"3";"2";"3";"4";"3";"3";"3";"3";"2";"3";"3";"2";"2";"3";"(65,96]";"3"
"3251";"2";"2";"2";"3";"3";"2";"2";"2";"3";"3";"3";"2";"2";"2";"2";"(50,65]";"3"
"3252";"2";"2";"1";"3";"4";"2";"1";"2";"2";"2";"1";"3";"3";"2";"1";"(50,65]";"1"
"3254";"2";"3";"3";"3";"4";"3";"2";"3";"3";"3";"2";"2";"3";"2";"3";"(65,96]";"3"
"3255";"2";"2";"2";"3";"3";"2";"3";"2";"3";"2";"3";"2";"3";"2";"2";"(65,96]";"3"
"3257";"2";"1";"2";"2";"3";"2";"1";"2";"3";"3";"3";"3";"2";"2";"3";"(35,50]";"3"
"3258";"2";"3";"2";"3";"2";"2";"2";"2";"3";"2";"3";"3";"2";"3";"2";"(35,50]";"2"
"3259";"3";"3";"2";"4";"4";"3";"3";"3";"3";"3";"1";"3";"2";"3";"3";"(65,96]";"3"
"3260";"1";"1";"3";"2";"2";"3";"1";"2";"2";"1";"2";"2";"1";"3";"1";"(65,96]";"3"
"3261";"2";"2";"3";"3";"3";"3";"3";"3";"4";"1";"1";"1";"1";"1";"1";"(35,50]";"2"
"3264";"2";"3";"1";"3";"2";"3";"2";"2";"2";"3";"3";"3";"1";"2";"1";"[18,35]";"1"
"3265";"2";"3";"2";"2";"2";"3";"2";"2";"3";"3";"3";"3";"3";"3";"2";"[18,35]";"1"
"3266";"3";"3";"3";"3";"2";"3";"3";"3";"3";"1";"1";"1";"1";"1";"1";"(35,50]";"2"
"3267";"2";"3";"3";"3";"4";"3";"2";"3";"3";"1";"3";"3";"3";"3";"1";"(50,65]";"3"
"3268";"3";"1";"3";"3";"3";"3";"2";"2";"3";"2";"2";"2";"1";"1";"1";"[18,35]";"3"
"3270";"2";"2";"2";"2";"2";"2";"3";"3";"2";"3";"3";"3";"3";"3";"2";"(35,50]";"3"
"3271";"3";"2";"2";"3";"2";"2";"2";"3";"2";"1";"1";"2";"1";"1";"1";"(65,96]";"2"
"3273";"3";"4";"4";"3";"3";"1";"4";"4";"1";"1";"1";"3";"1";"3";"1";"[18,35]";"3"
"3274";"2";"3";"2";"3";"3";"3";"3";"2";"2";"2";"2";"3";"2";"3";"3";"[18,35]";"3"
"3275";"1";"1";"1";"2";"2";"1";"2";"2";"1";"1";"1";"1";"1";"2";"1";"(65,96]";"2"
"3276";"2";"2";"2";"3";"3";"3";"3";"2";"3";"3";"2";"3";"2";"2";"3";"(50,65]";"3"
"3278";"2";"3";"1";"2";"3";"2";"2";"1";"3";"1";"1";"1";"1";"1";"1";"[18,35]";"1"
"3279";"3";"2";"3";"3";"3";"3";"4";"4";"3";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"3280";"3";"4";"4";"4";"2";"4";"4";"4";"4";"3";"3";"3";"3";"3";"3";"[18,35]";"2"
"3281";"2";"2";"2";"3";"2";"2";"2";"2";"2";"1";"1";"1";"1";"1";"3";"(50,65]";"2"
"3282";"3";"2";"3";"2";"2";"3";"2";"3";"3";"3";"1";"3";"3";"3";"3";"[18,35]";"3"
"3283";"2";"2";"3";"3";"4";"3";"2";"3";"2";"3";"3";"3";"3";"3";"2";"[18,35]";"3"
"3284";"4";"4";"4";"4";"3";"4";"3";"4";"4";"3";"3";"3";"3";"3";"3";"(35,50]";"1"
"3286";"3";"3";"3";"2";"2";"3";"2";"2";"3";"3";"3";"3";"3";"3";"3";"[18,35]";"1"
"3287";"3";"3";"3";"3";"2";"3";"2";"2";"4";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"3288";"4";"2";"3";"2";"3";"3";"3";"4";"3";"3";"2";"3";"3";"3";"3";"[18,35]";"3"
"3291";"2";"2";"3";"3";"3";"3";"3";"2";"2";"1";"2";"3";"3";"3";"1";"[18,35]";"2"
"3292";"3";"2";"2";"4";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"2"
"3293";"2";"3";"3";"3";"3";"3";"2";"2";"3";"3";"3";"3";"3";"3";"2";"(50,65]";"3"
"3294";"2";"2";"2";"3";"2";"2";"2";"2";"3";"3";"3";"3";"1";"2";"2";"(35,50]";"3"
"3296";"2";"2";"2";"3";"2";"3";"3";"3";"3";"3";"2";"3";"2";"2";"2";"(65,96]";"3"
"3297";"3";"1";"3";"3";"3";"3";"3";"3";"3";"2";"1";"3";"3";"3";"1";"(35,50]";"3"
"3298";"3";"3";"2";"3";"3";"2";"2";"3";"3";"1";"1";"2";"1";"1";"1";"(65,96]";"3"
"3299";"2";"2";"3";"4";"1";"2";"3";"4";"3";"2";"3";"3";"3";"2";"3";"(35,50]";"3"
"3303";"2";"1";"2";"3";"2";"3";"4";"2";"3";"2";"1";"3";"1";"3";"1";"(35,50]";"2"
"3304";"2";"3";"3";"3";"2";"2";"2";"2";"3";"2";"2";"3";"1";"3";"1";"[18,35]";"3"
"3305";"3";"3";"3";"3";"2";"3";"2";"3";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"3307";"2";"2";"3";"3";"3";"2";"3";"2";"2";"3";"3";"2";"1";"3";"1";"(65,96]";"1"
"3308";"3";"4";"2";"4";"4";"4";"3";"3";"4";"2";"2";"2";"2";"2";"2";"(65,96]";"3"
"3309";"2";"2";"2";"3";"3";"3";"2";"3";"3";"2";"3";"3";"3";"3";"1";"(50,65]";"2"
"3310";"3";"3";"2";"3";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"[18,35]";"2"
"3311";"3";"3";"3";"3";"3";"3";"2";"3";"2";"3";"2";"3";"3";"3";"3";"(35,50]";"3"
"3312";"3";"3";"3";"3";"2";"3";"2";"3";"3";"3";"2";"3";"2";"3";"2";"[18,35]";"2"
"3313";"2";"2";"3";"3";"2";"3";"2";"3";"3";"2";"3";"3";"3";"3";"2";"(35,50]";"2"
"3314";"1";"1";"2";"2";"1";"2";"1";"1";"1";"1";"2";"1";"2";"3";"1";"[18,35]";"2"
"3315";"3";"2";"4";"4";"4";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"[18,35]";"2"
"3317";"3";"3";"3";"4";"4";"2";"4";"4";"3";"3";"3";"3";"2";"2";"3";"(65,96]";"3"
"3318";"2";"2";"1";"3";"2";"2";"3";"2";"1";"3";"2";"3";"2";"3";"2";"(35,50]";"1"
"3319";"3";"3";"3";"3";"3";"3";"3";"3";"3";"2";"2";"2";"3";"3";"2";"[18,35]";"3"
"3320";"2";"2";"2";"3";"2";"2";"3";"3";"3";"2";"2";"3";"2";"2";"2";"[18,35]";"3"
"3321";"2";"2";"3";"3";"2";"3";"2";"2";"3";"2";"3";"3";"2";"3";"2";"[18,35]";"1"
"3322";"4";"4";"2";"4";"2";"3";"2";"2";"4";"3";"3";"3";"3";"3";"3";"(65,96]";"2"
"3323";"1";"2";"1";"2";"1";"3";"3";"2";"2";"3";"2";"3";"3";"3";"3";"(35,50]";"3"
"3324";"1";"2";"2";"2";"3";"2";"2";"2";"3";"2";"2";"3";"2";"3";"1";"(35,50]";"3"
"3327";"2";"3";"3";"2";"3";"3";"2";"3";"3";"3";"2";"3";"2";"2";"2";"(50,65]";"3"
"3328";"2";"2";"1";"3";"2";"2";"2";"2";"3";"2";"1";"2";"2";"3";"1";"(35,50]";"1"
"3329";"2";"2";"3";"1";"1";"4";"1";"1";"3";"2";"3";"3";"3";"3";"2";"[18,35]";"3"
"3330";"2";"2";"2";"3";"2";"2";"2";"3";"4";"3";"3";"2";"2";"3";"2";"(50,65]";"2"
"3331";"3";"3";"3";"3";"3";"3";"2";"2";"3";"1";"2";"1";"2";"1";"1";"(65,96]";"3"
"3332";"2";"2";"2";"3";"2";"2";"3";"3";"3";"3";"2";"2";"1";"2";"1";"(50,65]";"2"
"3333";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"2";"2";"3";"3";"(65,96]";"3"
"3334";"2";"1";"2";"3";"1";"3";"2";"2";"2";"1";"1";"1";"1";"2";"1";"(65,96]";"2"
"3335";"1";"1";"1";"2";"1";"2";"1";"1";"1";"2";"1";"3";"3";"3";"2";"(50,65]";"3"
"3336";"3";"2";"3";"3";"3";"3";"3";"3";"3";"1";"1";"1";"1";"1";"1";"[18,35]";"3"
"3337";"3";"2";"2";"2";"4";"3";"4";"4";"3";"3";"3";"3";"3";"3";"2";"[18,35]";"2"
"3338";"3";"3";"3";"3";"2";"2";"3";"3";"3";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"3340";"2";"2";"2";"3";"3";"3";"2";"2";"2";"1";"1";"1";"1";"1";"1";"[18,35]";"2"
"3341";"2";"2";"2";"2";"2";"2";"3";"1";"3";"3";"2";"2";"2";"3";"3";"(35,50]";"2"
"3342";"1";"3";"2";"1";"2";"2";"1";"2";"3";"2";"2";"3";"2";"3";"2";"[18,35]";"2"
"3343";"1";"3";"3";"3";"1";"3";"1";"3";"3";"1";"3";"1";"3";"1";"1";"[18,35]";"2"
"3344";"2";"2";"2";"3";"2";"3";"2";"2";"3";"1";"3";"3";"3";"3";"1";"[18,35]";"3"
"3346";"2";"2";"1";"1";"1";"1";"1";"1";"1";"1";"2";"3";"2";"1";"2";"[18,35]";"2"
"3347";"2";"3";"1";"2";"1";"3";"2";"3";"3";"2";"2";"1";"1";"3";"2";"(35,50]";"2"
"3348";"3";"3";"2";"4";"2";"2";"2";"2";"3";"2";"2";"2";"3";"3";"2";"(65,96]";"3"
"3349";"2";"3";"3";"3";"2";"3";"2";"2";"3";"1";"1";"3";"1";"3";"1";"[18,35]";"3"
"3350";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"(50,65]";"2"
"3351";"2";"3";"2";"3";"1";"2";"1";"1";"2";"1";"1";"3";"1";"3";"1";"(35,50]";"2"
"3353";"2";"2";"3";"4";"3";"3";"2";"3";"3";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"3354";"2";"1";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"3";"2";"(65,96]";"2"
"3355";"1";"2";"2";"3";"2";"2";"2";"2";"2";"2";"2";"3";"3";"3";"2";"(50,65]";"3"
"3356";"3";"2";"4";"4";"2";"4";"2";"4";"4";"1";"2";"2";"2";"2";"2";"(35,50]";"3"
"3357";"4";"3";"4";"4";"2";"3";"4";"4";"4";"3";"3";"3";"3";"3";"3";"(65,96]";"3"
"3359";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"1";"2";"2";"3";"2";"(65,96]";"3"
"3361";"3";"2";"3";"4";"2";"3";"2";"2";"3";"1";"3";"2";"2";"2";"1";"[18,35]";"3"
"3362";"2";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"3363";"1";"1";"3";"4";"3";"2";"4";"3";"2";"1";"1";"3";"3";"3";"1";"[18,35]";"3"
"3365";"2";"1";"3";"2";"2";"3";"1";"2";"2";"2";"2";"3";"3";"3";"2";"(35,50]";"3"
"3366";"2";"2";"4";"3";"3";"4";"2";"4";"2";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"3367";"2";"2";"4";"2";"3";"3";"3";"2";"3";"3";"3";"3";"3";"3";"3";"[18,35]";"3"
"3368";"2";"1";"2";"4";"2";"2";"2";"2";"3";"3";"3";"3";"1";"3";"3";"(50,65]";"3"
"3369";"4";"4";"4";"4";"4";"4";"4";"4";"4";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"3370";"3";"3";"3";"4";"4";"3";"2";"3";"3";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"3371";"2";"2";"4";"2";"4";"2";"4";"2";"4";"1";"1";"1";"1";"1";"3";"[18,35]";"3"
"3372";"2";"3";"4";"4";"2";"3";"4";"4";"4";"2";"3";"3";"3";"3";"1";"(50,65]";"3"
"3373";"2";"2";"2";"3";"3";"2";"1";"2";"2";"1";"1";"2";"2";"3";"1";"(65,96]";"2"
"3374";"3";"4";"3";"3";"4";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"3376";"1";"2";"2";"3";"2";"3";"2";"3";"3";"2";"3";"2";"2";"3";"2";"(35,50]";"3"
"3377";"3";"2";"2";"2";"2";"2";"1";"1";"3";"3";"1";"3";"3";"3";"2";"(50,65]";"2"
"3378";"2";"3";"2";"3";"2";"3";"2";"3";"3";"3";"2";"3";"2";"2";"3";"(35,50]";"3"
"3379";"2";"3";"2";"3";"3";"3";"3";"3";"3";"2";"3";"3";"3";"3";"2";"(50,65]";"3"
"3380";"2";"2";"4";"3";"4";"1";"2";"3";"4";"2";"3";"3";"2";"2";"3";"(50,65]";"3"
"3381";"1";"1";"2";"4";"3";"3";"1";"1";"3";"2";"3";"2";"2";"3";"2";"(50,65]";"2"
"3382";"2";"2";"2";"4";"3";"3";"3";"2";"3";"3";"1";"2";"2";"3";"3";"(50,65]";"2"
"3383";"2";"3";"4";"4";"3";"3";"2";"3";"3";"3";"3";"3";"1";"3";"1";"[18,35]";"3"
"3384";"3";"3";"4";"4";"3";"3";"4";"4";"4";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"3385";"2";"1";"2";"3";"3";"2";"2";"1";"3";"2";"3";"3";"2";"3";"3";"(50,65]";"3"
"3386";"1";"1";"1";"1";"1";"1";"1";"1";"2";"2";"1";"3";"3";"3";"1";"(35,50]";"3"
"3387";"1";"2";"2";"2";"2";"2";"2";"3";"2";"3";"3";"3";"2";"3";"2";"(35,50]";"3"
"3388";"4";"3";"3";"3";"2";"3";"2";"2";"3";"3";"2";"2";"3";"3";"2";"(65,96]";"2"
"3389";"3";"3";"3";"3";"2";"2";"2";"3";"3";"2";"3";"3";"2";"3";"3";"(35,50]";"3"
"3390";"2";"3";"2";"2";"2";"2";"2";"2";"3";"2";"2";"3";"2";"3";"2";"(35,50]";"3"
"3391";"3";"3";"3";"3";"3";"2";"2";"2";"3";"1";"1";"1";"3";"3";"3";"(65,96]";"3"
"3393";"2";"2";"1";"3";"3";"1";"3";"2";"1";"3";"1";"2";"2";"3";"2";"[18,35]";"3"
"3394";"1";"2";"2";"1";"1";"1";"1";"2";"1";"2";"1";"2";"3";"1";"1";"[18,35]";"3"
"3395";"2";"1";"4";"3";"1";"2";"1";"1";"2";"2";"2";"3";"2";"2";"2";"[18,35]";"2"
"3396";"2";"2";"3";"2";"2";"3";"3";"2";"4";"2";"3";"3";"3";"3";"2";"[18,35]";"3"
"3397";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"(65,96]";"2"
"3398";"2";"1";"2";"4";"2";"2";"2";"3";"4";"3";"2";"3";"2";"3";"1";"(50,65]";"2"
"3399";"4";"4";"3";"4";"3";"3";"3";"3";"2";"3";"2";"2";"3";"1";"2";"[18,35]";"3"
"3400";"2";"2";"3";"3";"2";"3";"2";"3";"3";"3";"1";"3";"3";"3";"3";"(35,50]";"3"
"3401";"2";"2";"3";"3";"2";"3";"4";"3";"2";"1";"1";"2";"3";"3";"2";"(35,50]";"3"
"3402";"3";"3";"2";"3";"2";"2";"2";"3";"2";"1";"1";"1";"1";"1";"3";"[18,35]";"2"
"3403";"2";"3";"2";"3";"2";"3";"4";"2";"3";"3";"3";"3";"3";"3";"3";"[18,35]";"1"
"3404";"1";"1";"3";"1";"1";"3";"3";"3";"3";"2";"3";"3";"1";"3";"3";"[18,35]";"3"
"3406";"2";"4";"4";"3";"2";"3";"3";"3";"4";"3";"3";"3";"3";"3";"3";"(65,96]";"3"
"3407";"1";"1";"2";"2";"2";"2";"2";"2";"2";"3";"3";"3";"3";"3";"2";"[18,35]";"3"
"3408";"3";"3";"3";"4";"4";"4";"4";"3";"2";"3";"1";"3";"2";"3";"2";"[18,35]";"2"
"3409";"2";"3";"2";"4";"2";"3";"2";"2";"4";"3";"2";"2";"3";"3";"3";"(65,96]";"3"
"3410";"2";"3";"2";"3";"3";"2";"2";"2";"2";"1";"2";"1";"2";"2";"1";"(65,96]";"2"
"3411";"2";"2";"2";"4";"1";"4";"3";"4";"4";"2";"3";"3";"2";"3";"3";"(50,65]";"3"
"3413";"2";"2";"4";"3";"2";"2";"3";"2";"3";"2";"3";"3";"3";"3";"3";"[18,35]";"2"
"3415";"4";"4";"4";"4";"4";"4";"3";"4";"4";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"3416";"3";"2";"2";"3";"2";"3";"2";"3";"3";"1";"2";"3";"3";"3";"1";"[18,35]";"3"
"3417";"3";"2";"2";"2";"3";"3";"2";"3";"3";"3";"3";"3";"2";"3";"2";"(35,50]";"3"
"3418";"2";"3";"2";"3";"3";"3";"2";"2";"3";"1";"1";"1";"3";"3";"1";"(65,96]";"2"
"3419";"3";"1";"3";"3";"2";"4";"3";"2";"4";"1";"3";"3";"2";"2";"3";"[18,35]";"2"
"3420";"2";"3";"4";"3";"3";"3";"2";"3";"3";"1";"2";"2";"3";"2";"2";"(50,65]";"2"
"3421";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"3422";"3";"3";"2";"3";"2";"3";"2";"2";"3";"3";"2";"3";"2";"1";"3";"(35,50]";"3"
"3423";"2";"2";"4";"3";"2";"3";"2";"2";"4";"3";"2";"3";"2";"3";"2";"(35,50]";"2"
"3425";"3";"3";"3";"3";"4";"3";"4";"4";"3";"3";"3";"3";"3";"3";"2";"(65,96]";"3"
"3426";"3";"3";"4";"4";"3";"3";"2";"4";"4";"2";"2";"3";"1";"1";"3";"[18,35]";"2"
"3427";"3";"2";"2";"3";"3";"3";"3";"2";"3";"3";"3";"3";"3";"3";"3";"(50,65]";"3"
"3428";"3";"4";"3";"3";"4";"3";"3";"4";"4";"3";"3";"3";"3";"3";"3";"(35,50]";"3"
"3429";"2";"1";"1";"4";"1";"2";"2";"1";"1";"1";"2";"2";"2";"2";"1";"(65,96]";"1"
